review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,product_name,Polarity,Subjectivity,Sentiment
RVC8NHNR3047S,B096SV8SJG,5.0 out of 5 stars Sound is great,Danielle B,5,I only gave these 4 stars due to the fact they do not stay in my ears if I am doing intense workouts/running. The sound quality is way better than iPods. I like that I can still hear my surroundings even with music on. Battery life is great.,"Reviewed in the United States July 13, 2024",AGHHE5JVHXL6D6FRRU5ZM7GVOJBQ,1,1,Color: BlackStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds – True Wireless Noise Cancelling Earbuds,0.29583333333333334,0.6708333333333334,Positive
R1COCCX6N04ZNB,B096SV8SJG,5.0 out of 5 stars The Beats great listen,Gloria Martin,5,"Love how it fits in ears , great quality, light weight love the look of themHight quality sound","Reviewed in the United States July 23, 2024",AGTTAHUCPFDPIHPFTNU2FIYMXEYQ,1,0,,Beats Studio Buds – True Wireless Noise Cancelling Earbuds,0.52,0.61,Positive
R1JBQTP05FUBYC,B08ZR5JB9G,5.0 out of 5 stars Great for the price,DocBrown,5,"I’ve been reluctant to go wireless, mostly because of sound quality issues of Bluetooth. But I really like the idea of being free from wires while at work, I already have phone/meeting headsets that are Bluetooth and love them. These went on sale Cyber Monday for a good price so I thought I’d try them.I found them a little bit of a pain to setup. The “Quick setup guide” was lacking information. Once I downloaded the full manual I figured out what I was missing and then got them setup and working with my phone. Sound is very clear and bass is excellent and not muddy. It does take a little tweaking of the EQ in the Smart Control app. Noise cancellation is very good considering its passive. These are generally comfortable but can cause a little fatigue if in for long periods. I’m in and out of meetings everyday so generally this is not a problem for me. I have found that I cannot position them the same in each ear. Everyone’s ears are different but unfortunately the only way to know is to try them. Battery life is good, though I stick them in the case when I leave my desk and the charge tops off on its own. Being Bluetooth, they do drain my phone a lot more than wired buds. I can’t comment on failed bub issues yet, it’s too early, so we’ll see.I didn’t intend for these to be used with phone calls but ended up taking a few calls while wearing them. I was surprised at how good the voice sounded. Warm and no distortion. The person I was talking to said it was pretty good. She had no trouble hearing me.A few complaints in the reviews I noticed of which have fairly simple solutions.1) Lack of bass. Make sure you are using the correct size ear adaptor and that it is snug in your ear. This is critical. They have the medium on out of the box. They seemed fine, but after a couple of days I took a chance and tried the large. Wow, dramatically better. I also found you have to wiggle it just a little to get the maximum effect. Also download the Smart Control app to get a bit more bass from the EQ. I suggest trying the Sound Check component of the app.2) For the units that are prematurely dying, I wonder if the contacts are dirty. The full manual specifies they do need to be cleaned from time to time. Also, they do have a 2 year warranty but you have to contact a Sennheiser partner.EDIT: I mentioned above that I got a little fatigued with them in for a while. After pulling out a couple of hunks of ear wax with the right ear bud, I decided to try some ear wax remover. Not only do the bud fit better, they are more comfortable. Something to think about if you are experiencing discomfort.","Reviewed in the United States December 2, 2022",AFWLU4KB7AN2ZGSOS3HICOKC44SQ,1,26,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.198081797235023,0.5572478238607271,Neutral
R1YXPTOD9CWT3I,B08ZR5JB9G,5.0 out of 5 stars Great sound at a good price,Ben W.,5,"I recently lost my AirPods on a trip and was looking for something to replace them. I didn’t want to pay what they wanted for the AirPod pros and I wasn’t really impressed with the sound quality of the AirPods, so I went looking for the best sounding sub 130$ wireless earbuds I could find. I settled on the CXs and received them today. I’ll get to the sound quality at the end but first let me go over some other aspects. The set up was extremely simple, there are clear directions, I just pulled them out of the box removed the very obvious and labeled plastic covers on the battery contacts and then charged the earbuds for about an hour. Once they were charged they paired with my iPhone no problem I also downloaded the app which worked without issue. The fit is slightly less comfortable then the AirPods however they are not uncomfortable and feel quite secure. These buds lack ANC however I don’t think that will be an issue as they are very effective at blocking outside noise. The touch controls are intuitive and work smoothly. So far I have used them both together and one at a time and have taken them in and out of the case and have no issue with connectivity, you do have to reconnect to the app if you disconnect from Bluetooth however the app does have to be running for the earbuds to work, only if you want to run the equalizer also reconnecting to the app is very simple. The only “issue” I have had so far is when I updated the firmware; everything went fine however be prepared to have your phone and earbuds tied up for about 40 minutes while the firmware updates; during this process the app needs to stay open and the earbuds need to be close to the phone. It’s a little nerve racking because I was worried if for some reason the update was interrupted it could brick the earbuds, that being said it went fine just took a long time(the app does give a fairly accurate countdown so that helps a little). So how do they sound? There is no doubt these are the best sounding pair of earbuds I have personally heard in my life. I’ve owned the AirPods, the Jabra 65t, first generation beats, and a couple different Chinese pairs; none of those are even in the same category. These where the first earbuds I’ve had that do not sound like music is just being pumped into my ear canals; the music sounds like it’s naturally coming from the surroundings. Every instrument and vocal track are clear and separate. The bass and treble sound great and balanced and if you really like pronounced bass you can turn it up in the equalizer and it thumps. It’s really hard for me to overstate how awesome the sound is, I listened to a few songs that are now in lossless Dolby atmos on Apple Music and it’s nothing short of incredible. The best metaphor I can think of is all of my old earbuds were like Standard definition and these are 4K. So if your looking for the best sound for your money and probably the best sound for under 200$ these are the way to go.","Reviewed in the United States August 5, 2021",AE7GOV7WYUWHSSVCGB5SQSMJI34Q,1,76,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.2552586206896552,0.4729269293924465,Positive
R19VWKTRIXU414,B08ZR5JB9G,4.0 out of 5 stars Solid choice for ear buds,Crotorious,4,"I've used these ear buds for almost 2 years and strongly considered re-buying them once I started facing issues. When it comes to sound quality, they're good, and the latency is small, but you'll notice it's there. The best part of these ear buds has to be the battery life; these things last all day, and can be fully charged back up twice with the case. Though if you're looking for something with strong noise cancellation, you might want to consider looking for a different pair of ear buds, as these are really only capable of blocking out most speech. Overall, they're a pretty good pair of ear buds, but I do have a few problems with them.First, when they get to low battery, the text to speech voice will say ""Recharge headset"" just frequently enough to become mildly vexing. This is my primary complaint about these ear buds.Now mind you, I haven't treated these ear buds very well, they went through constant abuse and were used in sub-optimal environments the entire time I've owned them. The next two complaints are likely a result of my poor treatment of these.Second, after about two years of use, their connectivity isn't as great anymore; the range in which I can use these has dropped considerably. I used to be able to walk in my backyard without issues, but now I can barely leave the room without the connection dropping constantly.Lastly, the left earbud has recently developed a problem with connecting to the case; it seems the leads just don't connect half the time. This occasionally causes small inconveniences with the left ear bud turning on in the case and randomly hijacking the audio output of my pc, or it just doesn't end up charging and I'm stuck with a single ear bud until I manage to get it to charge again.Overall, this is a pretty good product. I'd recommend it to anyone who needs a pair of long-lasting wireless earbuds and doesn't need the best sound quality or noise cancellation.","Reviewed in the United States December 22, 2023",AFRT3UTZANKCA7EGGKYQAVIXOJ5Q,1,1,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.17004429678848282,0.42378183831672206,Neutral
RB0NQXL4O1IZ,B08ZR5JB9G,1.0 out of 5 stars Only really lasted 8 months,Jake Boop,1,"Edit: originally rated 1 star as the earbuds that I received were open-box/used. I don’t think it’s fair to Sennheiser that my 1 star rating remains on here because that was a fault of Amazon. These earbuds sound great. Absolutely great. The connection seems to be good so far as well (I’ve seen a lot of negative reviews saying otherwise). They are very comfortable for my ears, I’m a Tool Maker/machinist and wear an earbud in one ear I all day and other earbuds that I’ve tried get uncomfortable or start to fall out but I have had no issues with fit at all. As far as the features on the app: the equalization is only a 3-band eq which is a shame, I’d much rather at least a 5 or 7-band eq but it’s better than nothing for sure. The side tone feature is supposed to use the mic to feed into the speaker, allowing you to hear outside talking, but it doesn’t seem to really work at all. I haven’t tested a phone call using them yet so maybe my mic is defective but I really wouldn’t care because I don’t need it. Overall this is a great pair of earbuds for the price.Original review: This item came in with the packaging already opened with another piece of tape over the original seal. The earbuds were covered in earwax and ear hair. Disgusting. If I wanted to buy an “open box/used” I would’ve selected that option instead of paying full price for it.Edit 3/14/2023: it's been 8 months and the connectivity issues have been becoming a decent problem. I take them out of the case and they won't connect, so I put them back it and take them out again and usually they'll connect after the second try. But lately I've been having to re-pair them to my phone. I'll take them out of the case and instead of the usual ""power on..... connected"" notification, it's just silence. And it's not as simple as just re-pairing them because they won't go into pairing mode unless I reset them. The battery life is also taking a dive.I started out really loving these, now I've been very disappointed because they're just such a hassle to deal with. With all of this, especially only being 8 months of use, I'm going to have to update my review from 5 stars to 2.Edit 7/17/2023: the right earbud just stopped working all together, it'll power on but refuses to connect to BluetoothEdit 1/24/2024: I've been trying to get as much use out of these just to justify the amount I spent on them before I replace them but all it has really given me is issues with connectivity and reliability. I expect any earbuds at this price range to last years, I should have no problem getting the same life out of earbuds that you would expect from a phone. I wish I would've just either returned them or thrown them away a long time ago. I'm going to start looking into replacements now. Adjusting my 2 star rating to a 1 star.","Reviewed in the United States July 13, 2022",AE2R5XX5O7LVG57B7S2L22VH2QIA,1,10,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.12548654244306423,0.5291321601104211,Neutral
R32H19VXW9WGNF,B08ZR5JB9G,5.0 out of 5 stars Comparison with Momentum TW,Steve Kranyec,5,"I have a pair of CX's that are about 1.5 years old, and another set that I just recently purchased. In the middle, I have a pair of Momentum TW 3's that are ~6 months old. The TLDR here is that instead of repurchasing the Momentum, I got another pair of the CX's.I'm not an audiophile, and I mostly listen to audiobooks and make calls with earbuds, so I'm not going to be speaking to audio quality at all. For me, it's fine.My six month old Momentum's have a dead left earbud. Possibly this is anecdotal, but if anything I was more gentle with the Momentum's than the CX's, and the CX's have lasted three times as long. Yes, I drop them. Yes, the dead left Momentum died after the most recent drop. I'm not saying that earbuds should survive infinite drops, but in my experience, the CX's are more durable.I did really really like the ANC on the Momentum's. It killed the battery life, but when you need ANC, it was great to have. The pass-through audio was also awesome. It was almost like having a mini-hearing-aide.The CX's have been substantially less finicky than the Momentum. They connect quicker, I've had to reset them fewer times, and they seem to have better range.Between the (substantial) difference in price and the areas where the CX's are superior, I my opinion, the CX's are the better option. If dropping $150 every six months on earbuds is within your budget, I fully endorse the Momentums. For me, I need to have two working sets around at any given time as I wear them a substantial amount of my waking hours, so I'd rather swap to an overear model when I need ANC and go with the cheaper and more durable option.Quick recommendation -- splurge on the foam eartips. If you're like me and wear earbuds an unhealthy amount of time, they're substantially more comfortable. They do wear out, and they're not cheap, but the added comfort for long-wears is huge.","Reviewed in the United States June 9, 2023",AGW3GZDQI7IIZB7FOD2IAOKUKMGA,1,8,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.21236559139784947,0.4553763440860215,Positive
R2M4WDO3B23EX,B08ZR5JB9G,"3.0 out of 5 stars Good sound, Horrible mic for calls",billyillyilly,3,"The good, these ear buds have a decent battery life, sit well in the ear without falling out (held with just the rubber insert), have good (not great) sound quality. A perfect example of the sound is with FFDP ""A little bit off"" which has extremely clean sound on a quality system. These ear buds lack the clean treble when the high hat hits and the deep tones of the bass. If you just want sound without worrying being an audiophile they're good.The bad, no noise cancelling... at all! During phone calls the mic is good in a quiet place. if there is ANY background noise, they will pick up that noise over your voice. I tried them multiple times in different cars and no matter the amount of road noise it drowned out my voice making conversations almost impossible unless I yelled. In an office environment the sound of the keyboard while typing would make conversation hard to understand for whoever was sorry enough to be on the other end of the call.I've been a Sennheiser fan for a long time and have had many of their headphones (still use some old wired buds CX100II for listening to music at work and love them), these are the first that I am returning due to be unusable for conversation.","Reviewed in the United States March 9, 2024",AHYASE5EWU5VJUIBY7QPUY6JS6FA,1,0,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.12239898989898992,0.5176262626262627,Neutral
R1DTEWZS5AYFKH,B08ZR5JB9G,2.0 out of 5 stars Not quite what I expected,Michal D. Wisteria,2,"So I'll start with the positive. The headphones are comfortable, the sound is great, and the battery life is pretty good too (supposed to be 9.5 hours, I got around 7). The bass felt great, skipping songs was a breeze, and the sound quality when answering calls on them was decent as well.The less great parts. After 6 1/2 hours or so, one headphone would die, usually the left one. Then the right would reconnect, and I could keep listening to things for a bit longer. But the biggest reason for the 2 star review is that my right earbud broke after about 11 months. I took good care of these headphones; they were usually in their case or in my ear. Last week I noticed the right earbud had no sound. I thought I just had to restart them and reconnect, but after a few tries of that I heard just hints of sound for half a second when moving the earbud in the ear, so I knew the audio wasn't working. But all the other features were. I could still pause, skip songs, etc with the right or left earbud. I went on my order page on Amazon and found the support section. There was a link to a product support site for Sannheiser... It was 404, page not found. There was a phone number too.... It was disconnected apparently. So now I have just a left side, good-sounding earbud.","Reviewed in the United States December 20, 2022",AEKYYYRFAHIBUCQXZMRBNGIQET3A,1,1,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.1815633291439743,0.41064446306381797,Neutral
R1SVSA3JPRSAFZ,B08ZR5JB9G,5.0 out of 5 stars no complaints,Kindle Customer,5,Use them everyday for 6 weeks. Sounds great. Does not fall out while running.,"Reviewed in the United States July 21, 2024",AFHHG3B5VKUAXJHSC5LAQGMF3ITA,1,0,Color: WhiteSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.30000000000000004,0.675,Positive
R2ULT27C9CAOOJ,B08ZR5JB9G,5.0 out of 5 stars Warranty service is excellent!,YourBuddyRob,5,"I bought these for the bass sound, and they delivered. What prompted me to write this review was the excellent customer service I received when I had an issue with one of the earbuds a year and a half after buying them!","Reviewed in the United States August 1, 2024",AFZSSPNZV7UQ3SHPH2CQ4VFHH3LQ,1,0,Color: WhiteSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.2604166666666667,0.5166666666666666,Positive
R30839P76Q86K9,B08ZR5JB9G,"3.0 out of 5 stars Great sound, good physical construction outside. Elsewhere, not so much",Ben,3,"I've owned a few pairs of earbuds, all wired. I prefer over-ear headphones, but needed something small, portable and more discreet for work.These looked decent and my past experiences with Sennheiser sound quality also helped make my decision at the time.Sound quality is excellent, overall noise isolation is pretty good for no ANC, bass mids and highs are all present and clear. I do own several pairs of studio/reference headphones, which these obviously don't compare to, but they do manage to make a good account of themselves. Battery lifespan is excellent too and despite no wireless charging (not that it was a deal breaker in my case) the case charged very quickly. Just would have been nice if the charging cable was longer than the dinky one supplied.I used the smallest set of ear cushions, these are decently comfortable for up to a couple hours but do start to press against my ears for longer periods.Construction quality of the case and buds is decent, not too heavy but not feather light either. It's a shame that doesn't go into the internal electronics.First off, the Bluetooth connectivity is not a win. These would repeatedly disconnect themselves when bringing them out of ""sleep"" always one or the other bud. The Sennheiser Smart Control App does allow customization of the buds controls and a graphic equalizer. But it would keep proclaiming it needed a update, even though it was the most up-to-date version.Now these, when they paired, sounded great. After using these for nearly a year, the right bud suddenly had an internal fault and produced flakey, weak sound. That was not a Bluetooth issue, but rather the hardware either failing on a circuit level or a wire becoming loose due to a cold solder joint. I've owned plenty of headphones that are more cheaply made than these with worse sound quality but still function as intended.Looking up this problem seems to be inherit with the CX True Wireless, with complaints occuring anywhere from a few months of ownership to nearly a year or more. Replacements from Sennheiser have been described as having a repeat issue after a similar period of time, or are merely DOA.Shame, this isn't the Sennheiser I knew. Time for a different pair from a different manufacturer. Why bother going through the hassle of dealing with Sennheiser support only to get the same problem again eventually?","Reviewed in the United States June 20, 2023",AEMJ3ANYCQ7TYZVKGNNX23MRZP6A,1,13,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.15572261072261073,0.5148085248085248,Neutral
R3RE1QI7DDJ44X,B08ZR5JB9G,4.0 out of 5 stars Good BT earbuds,Photographer,4,"I generally prefer over the ear headphones, but I use earbuds only when I am exercising or doing yardwork. I bought a pair of name brand earbuds that was on sale during BF. Long story short, I had to return it because the sound quality was unacceptable.Rather than trying to find a diamond in haystack so to speak, I picked Sennheiser as it is a brand that I have good experience with. Furthermore, I opted for a higher price point than the rock bottom price I was hoping for.I forgo noise cancelling since I don't need it most of the time. Sonically, this pair of earbuds is very good, bearing typical Sennheiser sound of open and balance. It is still no match for my over the ear headphones, but it is also significantly cheaper. Sound quality is by far the most important aspect, other features are distant seconds and thirds.BT connectivity is, however, not Sennheiser's strength. It took some work to get it connected to all of my devices; I have a pair of Sennheiser over the ear BT headphone that behaves similarly. All of my cheaper BT earbuds have no BT connectivity issues. This weakness is not a showstopper.","Reviewed in the United States November 27, 2023",AES7SSQNH3WNT4EAPENHZ67TRHBQ,1,1,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.22716666666666668,0.5640000000000001,Positive
RBEOQ98PJ3836,B08ZR5JB9G,4.0 out of 5 stars Sennheiser knows headphones,Baron,4,"I had some Klipsch ear pods I had to return. Sure they had the metal case and metallic earbuds and all those sizes earbud tips but internal quality was bad a constant buzzing sound from a bad chip so I ordered a second pair still bad so returned both of them. I started think what headphones do I she that just simply worked no gimmicks no flash just pure bonafide Hi-Fi then j realized Sennheiser of course. When I bought these they had just come out no Amazon reviews but I took the chance cause I love my HD-25s and I haven’t looked back. I’m an engineer a job that requires focus by my office is smack dab in the middle of a factory floor full of loud noise forklifts , bulldozers firing up for test, people grinding metal , all of that on top of the normal office chatter and these headphones cut right through that while I work at my desk and get work done.Now yes these are 100% plastic but they don’t feel cheap and that plastic also means they don’t feel cold touching your skinYes they use standard ear bud tips which I was apprehensive about cause I’ve had issue with those falling off or coming off in my ear but these are designed with an aggressive ridge to keep the tips attached to the headphone.No wireless charging but who cares it’s USB-C just plug it in at night and go about your day they last all my work dayAnd the sound is probably as good as it gets from reasonably priced Bluetooth earbuds so yeah no bass boomy but that’s inherent in the form factor bass requires big drivers and lots of power which kills your battery life and adds weight.Could you get better sound sure but why it’s Bluetooth off your phone into tiny battery powered earbuds so your quality is limited already so this is probably that sweet spot where diminishing marginal returns kicks in where you have to spend way more money or buy big Bluetooth headphones to get better soundIf you buy these as earbuds for work or travel where portability and battery life trumps fidelity then you’ll love these if you expect fidelity similar to much pricier wired headphones you’ll be disappointed but only because your expectations were unrealistic.0","Reviewed in the United States November 16, 2021",AFV7ZI225WCIGLKBRRZGPKITFUKQ,1,9,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.11752491694352162,0.47008121077888515,Neutral
R167YMGKLUDYU2,B08ZR5JB9G,4.0 out of 5 stars Comprehensive rating: Sennheiser puts sound first (as usual),Scott Herron,4,"After years of using cheap-o headphones and dealing with cable noise, listening to music with the headphones feels like i'm hearing each song for the very first time. I'm hearing details in songs I never heard before, it honestly made me tear up. Incredibly clarity, customizable EQ, AMAZING sound for 100$. You could easily get something with comparable sound that costs twice as much. The sound is why I bought these. Sennheiser is a sound-focused brand. However, there are some places where these headphones cut corners that would not be a problem if you bought 200$+ dollar headphones.Security: I'm a dancer, and I want my headphones to stay on while I'm working in the studio. However, the earbuds aren't the most secure in my ears. They fly out during chainée turns, sometimes even just as I'm walking they'll fall out.Comfort: Not the most comfortable for hours of listening. After 2-3 hours of extended use, my ears ached. Changing up the plastic tips didn't help.Noise cancelling: I heard the ANC takes the edge off the sound quality, which is why I bought these and not the active noise cancelling ones. You can definitely tell. I can hear each step I take as I walk thudding in my ears. It's a little odd.Delay: I've tried to use these to watch tiktoks on my phone, and I've noticed a delay in the screen and the sound. I can see the person on my screen moving their mouth, but the words come out into my headphones a little later. It's not the worst, but it's noticeable.Overall: Great for audiophiles on a budget. The app allows you to customize, so there's something to love for everyone, whether you love a sparkling, bright treble or you're a total basshead. For sitting down and listening while you're at your computer, these are an excellent choice. If you're mainly wearing these for working out, maybe something else would suit your needs better. I do equal parts both, which is why I like these a lot. mp3 files can massacre the music quality, and bad headphones can make the sound even muddier. These are an excellent buy. I've had them for about a month, will update if something changes or I have issues.","Reviewed in the United States February 14, 2022",AEMZ3AH6ZAOKKCAPU6IMERPH7HRQ,1,5,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.3103174603174604,0.5858730158730159,Positive
R3KCORU26RH7KC,B08ZR5JB9G,"3.0 out of 5 stars Great sound quality, hounded by connectivity/app issues",Eric Notmyrealname,3,"Great sound quality, hounded by electronics/connectivity issuesI’d give this 3.5 stars if I could. Having owned multiple headphones/earphones over the years this is product is in-line with Sennheiser – great sound quality for the price (they lowered it), but you pay with electronics/wiring issues. This maybe the last Sennheiser product I get for a while, but not in a good way…Goal: Portable “do everything” earphones with good sound quality. I wanted to be able use them around the home: smartphone music, binging Netflix, work computer for Zoom calls, etc. I’d been using whatever generic thing $40 could get; this time I decided to splurge past $100 (purchased at was $130 w/ points).Pros:• Sound quality. I’m not an audiophile, but I’ve owned 10+ headphones/earphones, different brands. The sound is lively, bass is strong without being overwhelming.• Case – form factor is great! Fits in my pocket, doesn’t looks scuffed after many months of use.• Battery life – lasts for many hours before needing a charge. Could probably use it 2-3 days of regular use before getting a warning.• Mic works – gets the job done.• Sennheiser app – you can change what device it connects to and adjust EQ settings.Cons:• Connectivity: atrocious. I’ve had to soft reset / hard reset this too many times. Bluetooth isn’t a new technology. This should be “set it and forget it.” * About 5% of the time, only 1 earphone connects. Disconnecting and reconnecting doesn’t do anything and I have to do a soft reset. * When using the app, it sometimes refuses to disconnect from the current device so I can connect to what the device I want. Real fun 3 minutes before your Zoom meeting! * Sometimes doesn’t “remember” how to connect to specific device(s). I’ve had to delete all pairings and reestablish connections twice so far in 9 months.• App: clunky. Randomly asks to update the firmware – no, Sennheiser! When I open this app, 99% of the time I want to switch devices! Do it right the first time!• Features: this thing lacks soooo many features that exist on $40 earphones today. For this product not to have things like wireless charging, noise cancellation, connecting to multiple devices, the only thing I can think of is a paywall (greed: wanting to upsell a more expensive product).","Reviewed in the United States July 25, 2022",AHKUJNCDT5O4CZ4IGDK2UBM7KLYQ,1,15,Color: WhiteSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.20612791679864853,0.48517519066299547,Positive
R3GKH1VO4HQFW4,B08ZR5JB9G,4.0 out of 5 stars Great Sound and Comfort,Robert Thomas,4,"These have great sound quality for the price. Unfortunately, they lack a microphone and also do not perform well with my Meta Quest headset due to an inherent delay.","Reviewed in the United States May 12, 2024",AE5PD56E4H7KQZRMPBHVGZOD24UA,1,0,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.14375000000000004,0.63125,Neutral
R1HOIBXMUJ3YZ4,B08ZR5JB9G,"3.0 out of 5 stars Sound is good, shape is awkward",Jennifer C.,3,"These earbuds have a really good sound. And I love that there is an equalizer in the app so you can adjust it to sound the way you want it. They offer a lot of cool features that apparently not all earbuds have. You can change what the different taps do, but they are capable of answering your phone, raising and lowering the volume, fast forwarding, rewinding, or skipping tracks of songs, pausing and playing - all just buy tapping on the earbuds. Even though it is not one of their advertised features, they also do a very good job of noise canceling as long as they fit in your ear properly.So here's the downside that I found... These earbuds are large and square. Most ears are pretty round. I realize that all ears are shaped differently, but I have a hard time believing that these fit comfortably in most ears. If you're just sitting still at your desk or in the car, it's not too bad. But if you smile really big, they come loose, and If you lean over, they fall out of your ear entirely. When the Stem is seated properly in your ear, The big square part rubs uncomfortably against the outer ear. For this reason alone I am debating whether to return these, or Just suffer with it since I mostly use them in the car or at work. These could be great earbuds if they were more organomically designed.One last note - I don't have a lot to compare it to. But they advertise that the battery life is superior on these, and i'm not convinced. Now I admit I had them running for most of an 8 hour workday. But I had to switch between the left ear and the right ear while one of them was charging in the case, i'd use the other one. So from my experience, I could not run both of them for 6 or 8 hours continuously.","Reviewed in the United States July 28, 2023",AEGNAFTHCFQMCNABBLNIN3IRRHEA,1,4,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.20382189882189883,0.4767166617166617,Positive
RP2OK5PZR0U4J,B08ZR5JB9G,"3.0 out of 5 stars Good headphones, but one always stops working",Gabriel,3,These headphones have been great. I've had them for more than a year and one of the earbuds randomly stopped working. Looked up how to fix this and it seems to be a fault of the headphones themselves. With only 1 working it's impossible to pair to new devices. Will keep using the 1 till it stops working completely.,"Reviewed in the United States June 24, 2024",AFDKFP7XOODLBBMCY23KKC3JOEJA,1,0,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.05281385281385282,0.6577922077922078,Neutral
R1424NAX6MA6CL,B08ZR5JB9G,"4.0 out of 5 stars I like them, but I’m not an audiophile",Matt Hersman,4,"I have had these for a long while now and they’re one of the better pairs of earbuds I’ve had. I have had pretty shoddy luck with headphones, but I had heard good things about this brand, so I thought I’d give them a go. Their sound is overall above average from what I’ve listened to. They’re not super bassy like the Beats and Raycons I’ve had, which in some ways are better. I think a lot of people’s problems with these is that they aren’t proper Audiophile material like some of Sennheiser’s other products, but if you’re looking for wireless buds, you probably aren’t really looking for the greatest sound on the market.I like the software that these use. The app lets you tweak the bass, mids and highs a bit so you can get get the sound a bit more to your liking. It also lets you switch between sources more easily than some other Bluetooth headphones.I will say that these aren’t the most ergonomic earbuds ever, they fit just fine normally, but if you try to sleep with them, or put any pressure on your ear with a hat or something, they really dig into your ears, but that’s a non issue to most people.The noise cancellation is decent, but I’m pretty sure there’s not any tech behind it like with the AirPods, I think these just plug up your ears so you don’t hear the outside noise, and they do that pretty well.The case is pretty good too. It’s a bit thicker than the AirPods case, but it’s not as huge as some others, feels high quality, and holds a charge very well.","Reviewed in the United States November 28, 2022",AGRH7XGXKLIEPMBBM2ACI6JYH3DA,1,9,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.24000000000000002,0.5293732193732195,Positive
R2QXYFBQLOZ7HI,B08ZR5JB9G,3.0 out of 5 stars Not worth the hassle,Kl,3,"The headphone’s sound great. They fit well and comfy. But the hassle of figuring out how to charge these things properly is awful. Most the time getting them to sit right in order to charge is a chore…a real chore. If you can finally get them to set and charge then great but if not you have to deal with the battery life (27 hours is a lie). Not at all a great price, don’t understand how people can say its great value when they don’t work properly half the time wether it be charging pr pairing issues. Senheiser is being lazy with the earbud route.","Reviewed in the United States April 29, 2024",AG4SLCKABAGKL3N4ZPN4XMOKKDZA,1,0,Color: BlackSize: SmallStyle: True wireless earphone,Sennheiser CX True Wireless Earbuds,0.27454212454212457,0.6386446886446886,Positive
